Sampling Ratio,Mean ARI,Std ARI,Min ARI,Max ARI
0.5,0.909108687579902,0.08683027129390156,0.7635358022021839,1.0
0.6,0.9470788687447007,0.0809302274002773,0.7453503339657294,1.0
0.7,0.916699616019038,0.08880076641814112,0.7749121221999721,1.0
0.8,0.954979286153739,0.0726173996067101,0.7789192377562807,1.0
0.9,0.9816694921145857,0.036451646278361706,0.8151184567236125,1.0
